transformer_index,transformer_group,candidate_name,candidate_key,transformer_substation,primary_voltage_kv,secondary_voltage_kv,rating_mva,site_asset_number,site_name
735,TYNEMOUTH,Flatworth GT2,FLATWORTH GT2,Flatworth,132.0,33.0,60.0,SITE-00233797,FLATWORTH
736,TYNEMOUTH,Flatworth GT1,FLATWORTH GT1,Flatworth,132.0,33.0,60.0,SITE-00233797,FLATWORTH
737,TYNEMOUTH,Flatworth Central T2,CENTRAL FLATWORTH T2,Flatworth Central,33.0,11.5,32.0,SITE-00233797,FLATWORTH
738,TYNEMOUTH,Billy Mill T2,BILLY MILL T2,Billy Mill,33.0,11.5,18.75,SITE-00228692,BILLY MILL
739,WEST BOLDON,Sunderland T2 T6,SUNDERLAND T2 T6,Sunderland T5 T6,66.0,11.5,30.0,SITE-00241159,SUNDERLAND
740,WEST BOLDON,West Southwick T1,SOUTHWICK T1 WEST,West Southwick,66.0,11.5,32.0,SITE-00241162,WEST SOUTHWICK
741,WEST BOLDON,Wardley T2,T2 WARDLEY,Wardley,66.0,5.75,18.75,SITE-00233923,WARDLEY
742,WEST BOLDON,Wardley T1,T1 WARDLEY,Wardley,66.0,5.75,15.0,SITE-00233923,WARDLEY
743,WEST BOLDON,Usworth T2,T2 USWORTH,Usworth,66.0,11.5,24.0,SITE-00241161,USWORTH
744,WEST BOLDON,Temple Park T1,PARK T1 TEMPLE,Temple Park,66.0,11.5,18.75,SITE-00233922,TEMPLE PARK
745,WEST BOLDON,Pallion Trading T1,PALLION T1 TRADING,Pallion Trading,33.0,11.5,24.0,SITE-00241158,PALLION TRADING
746,WEST BOLDON,Offerton Red,OFFERTON RED,Offerton,33.0,11.5,32.0,SITE-00241151,OFFERTON
747,WEST BOLDON,High Barmston T2,BARMSTON HIGH T2,High Barmston,66.0,11.5,18.75,SITE-00241154,HIGH BARMSTON
748,WEST BOLDON,Hebburn West T1,HEBBURN T1 WEST,Hebburn West,66.0,11.5,24.0,SITE-00232703,HEBBURN WEST
749,WEST BOLDON,Gateshead East T2,EAST GATESHEAD T2,Gateshead East,66.0,11.5,32.0,SITE-00244561,GATESHEAD EAST
750,WEST BOLDON,Gateshead East T1,EAST GATESHEAD T1,Gateshead East,66.0,11.5,32.0,SITE-00244561,GATESHEAD EAST
751,WEST BOLDON,Carr Hill T2,CARR HILL T2,Carr Hill,66.0,11.5,18.75,SITE-00233199,CARR HILL
752,WEST BOLDON,Carley Hill T1,CARLEY HILL T1,Carley Hill,66.0,11.5,18.75,SITE-00241152,CARLEY HILL
753,WEST BOLDON,Boldon Downhill T2,BOLDON DOWNHILL T2,Boldon Downhill,66.0,20.0,30.0,SITE-00232700,BOLDON DOWNHILL
754,WEST BOLDON,Boldon Downhill T1,BOLDON DOWNHILL T1,Boldon Downhill,66.0,20.0,30.0,SITE-00232700,BOLDON DOWNHILL
755,WEST MELTON,Rawmarsh Road 3_4,3 4 RAWMARSH ROAD,Rawmarsh Road 3_4,132.0,11.5,30.0,SITE-00270930,RAWMARSH ROAD 3/4 5585
756,WEST MELTON,Rawmarsh Road 1_2,1 2 RAWMARSH ROAD,Rawmarsh Road 1_2,132.0,11.5,30.0,SITE-00270928,RAWMARSH ROAD 1/2 22941
757,WEST MELTON,Elmhirst Lane 1,1 ELMHIRST LANE,Elmhirst Lane 1,66.0,11.0,24.0,SITE-00268236,ELMHIRST LANE 572
758,WEST MELTON,Elmhirst Lane 1,1 ELMHIRST LANE,Elmhirst Lane 1,66.0,11.0,24.0,SITE-00268236,ELMHIRST LANE 572
759,WEST MELTON,York Street,STREET YORK,York Street,33.0,11.0,23.0,SITE-00272225,YORK STREET 6055
760,WEST MELTON,York Street,STREET YORK,York Street,33.0,11.0,23.0,SITE-00272225,YORK STREET 6055
761,WEST MELTON,Wheatley Park,PARK WHEATLEY,Wheatley Park,66.0,11.0,18.75,SITE-00266646,WHEATLEY PARK 45060
762,WEST MELTON,West Moor Park,MOOR PARK WEST,West Moor Park,66.0,11.5,24.0,SITE-00268234,WEST MOOR PARK 45634
763,WEST MELTON,West Moor Park,MOOR PARK WEST,West Moor Park,66.0,11.5,24.0,SITE-00268234,WEST MOOR PARK 45634
764,WEST MELTON,West Melton,MELTON WEST,West Melton,132.0,66.0,60.0,SITE-00270927,WEST MELTON 66KV 1548
765,WEST MELTON,Wath Upon Dearne,DEARNE UPON WATH,Wath Upon Dearne,66.0,11.0,30.0,SITE-00266922,WATH UPON DEARNE 22502
766,WEST MELTON,Wath Upon Dearne,DEARNE UPON WATH,Wath Upon Dearne,66.0,11.0,30.0,SITE-00266922,WATH UPON DEARNE 22502
768,WEST MELTON,Thorne,THORNE,Thorne,66.0,11.0,18.75,SITE-00272310,THORNE 45058
769,WEST MELTON,Tankersley Park,PARK TANKERSLEY,Tankersley Park,66.0,11.0,18.75,SITE-00272304,TANKERSLEY PARK 1143
770,WEST MELTON,Stainforth,STAINFORTH,Stainforth,66.0,11.0,18.75,SITE-00266916,STAINFORTH 45057
771,WEST MELTON,Smithy Green,GREEN SMITHY,Smithy Green,66.0,11.0,7.5,SITE-00266651,SMITHY GREEN 22500
772,WEST MELTON,Shirland Lane,LANE SHIRLAND,Shirland Lane,33.0,11.0,24.0,SITE-00271419,SHIRLAND LANE 3009
773,WEST MELTON,Scissett,SCISSETT,Scissett,66.0,11.0,18.75,SITE-00266641,SCISSETT 21
774,WEST MELTON,Scissett,SCISSETT,Scissett,66.0,11.0,18.75,SITE-00266641,SCISSETT 21
775,WEST MELTON,Park Street,PARK STREET,Park Street,132.0,11.0,30.0,SITE-00266691,PARK STREET 5475
776,WEST MELTON,Orgreave,ORGREAVE,Orgreave,33.0,11.0,23.0,SITE-00272306,ORGREAVE 3065
777,WEST MELTON,Kirk Sandall,KIRK SANDALL,Kirk Sandall,66.0,11.5,24.0,SITE-00273463,KIRK SANDALL 45053
778,WEST MELTON,ICI Fibres,FIBRES ICI,ICI Fibres,66.0,11.0,18.75,SITE-00273469,ICI FIBRES 45051
779,WEST MELTON,Hunningley,HUNNINGLEY,Hunningley,132.0,33.0,90.0,SITE-00266693,HUNNINGLEY 22491
780,WEST MELTON,Hope,HOPE,Hope,66.0,11.0,18.75,SITE-00266700,HOPE 66/11KV S/S 3062
781,WEST MELTON,Hope,HOPE,Hope,66.0,11.0,18.75,SITE-00266700,HOPE 66/11KV S/S 3062
782,WEST MELTON,Hickleton,HICKLETON,Hickleton,66.0,11.0,18.75,SITE-00266697,HICKLETON 22497
783,WEST MELTON,Greyfriars Road 3/4,3 4 GREYFRIARS ROAD,Greyfriars Road 3/4,33.0,11.0,30.0,SITE-00266547,GREYFRIARS ROAD 3/4 48565
784,WEST MELTON,Greyfriars Road 3/4,3 4 GREYFRIARS ROAD,Greyfriars Road 3/4,33.0,11.0,23.0,SITE-00266547,GREYFRIARS ROAD 3/4 48565
785,WEST MELTON,Elsecar,ELSECAR,Elsecar,66.0,11.0,24.0,SITE-00266884,ELSECAR 22495
786,WEST MELTON,Elsecar,ELSECAR,Elsecar,66.0,11.0,18.75,SITE-00266884,ELSECAR 22495
787,WEST MELTON,Ecclesfield,ECCLESFIELD,Ecclesfield,66.0,11.0,18.75,SITE-00266386,ECCLESFIELD 2528
788,WEST MELTON,Durkar Low Lane,DURKAR LANE LOW,Durkar Low Lane,33.0,11.0,18.75,SITE-00266176,DURKAR LOW LANE 6052
789,WEST MELTON,Doncaster Central,CENTRAL DONCASTER,Doncaster Central,132.0,33.0,90.0,SITE-00270741,DONCASTER CENTRAL 132/33 45040
790,WEST MELTON,Doncaster Central,CENTRAL DONCASTER,Doncaster Central,132.0,33.0,90.0,SITE-00270741,DONCASTER CENTRAL 132/33 45040
791,WEST MELTON,Doncaster B/Thorpe Marsh GT2,B DONCASTER GT2 MARSH THORPE,Doncaster B/Thorpe Marsh,132.0,66.0,120.0,SITE-00267168,DONCASTER B 45039
792,WEST MELTON,Doncaster B/Thorpe Marsh GT1,B DONCASTER GT1 MARSH THORPE,Doncaster B/Thorpe Marsh,132.0,66.0,120.0,SITE-00267168,DONCASTER B 45039
793,WEST MELTON,Darnall,DARNALL,Darnall,33.0,11.0,24.0,SITE-00272305,DARNALL 63
794,WEST MELTON,Boc Brinsworth,BOC BRINSWORTH,Boc Brinsworth,33.0,11.0,18.75,SITE-00268154,BOC BRINSWORTH 1269
795,WEST MELTON,Bentley,BENTLEY,Bentley,33.0,11.0,24.0,SITE-00271413,BENTLEY PRIMARY 45045
796,WEST MELTON,BELMONT AVENUE T1,AVENUE BELMONT T1,Belmont Avenue,33.0,11.0,23.0,SITE-00228639,BELMONT
797,WEST MELTON,Barugh 66/11kV,BARUGH,Barugh 66/11kV,66.0,11.5,30.0,SITE-00266189,BARUGH 66/11KV 22490
798,WEST MELTON,Barugh 132/66kV,BARUGH,Barugh 132/66kV,132.0,66.0,75.0,SITE-00266189,BARUGH 66/11KV 22490
799,WEST MELTON,Barnsley,BARNSLEY,Barnsley,66.0,11.0,18.75,SITE-00272226,BARNSLEY 22493
800,WEST MELTON,Barnburgh,BARNBURGH,Barnburgh,66.0,11.5,24.0,SITE-00266795,BARNBURGH 22492
801,WEST MELTON,AUSTERFIELD,AUSTERFIELD,Austerfield,66.0,11.0,12.5,SITE-00266952,AUSTERFIELD 66/33/11KV 925
802,WEST MELTON,Attercliffe,ATTERCLIFFE,Attercliffe,132.0,33.0,60.0,SITE-00266874,ATTERCLIFFE 1365
803,WINCOBANK,Waverley Business Park,BUSINESS PARK WAVERLEY,Waverley Business Park,33.0,11.5,40.0,SITE-00267000,WAVERLEY BUSINESS PARK 46495
804,WINCOBANK,Tinsley Park Road,PARK ROAD TINSLEY,Tinsley Park Road,33.0,11.0,24.0,SITE-00271717,TINSLEY PARK ROAD 619
805,WINCOBANK,Shepcote Tinsley,SHEPCOTE TINSLEY,Shepcote Tinsley,33.0,11.0,30.0,SITE-00267009,SHEPCOTE TINSLEY 48260
806,BLYTH,Seghill T1,SEGHILL T1,Seghill,66.0,11.5,32.0,SITE-00238221,SEGHILL
807,BLYTH,Morpeth T2,MORPETH T2,Morpeth,66.0,20.0,30.0,SITE-00233259,MORPETH
808,BLYTH,Morpeth T1,MORPETH T1,Morpeth,66.0,20.0,30.0,SITE-00233259,MORPETH
809,BLYTH,Lynemouth T1,LYNEMOUTH T1,Lynemouth,66.0,22.0,37.5,SITE-00233257,LYNEMOUTH
810,BLYTH,Denwick T1,DENWICK T1,Denwick,66.0,22.0,25.0,SITE-00232651,DENWICK
811,BLYTH,Benton Square T1,BENTON SQUARE T1,Benton Square,66.0,11.5,18.75,SITE-00228691,BENTON SQUARE
812,BLYTH,Ashington T1,ASHINGTON T1,Ashington,66.0,11.5,18.75,SITE-00233256,ASHINGTON
813,BRADFORD WEST,Thornton,THORNTON,Thornton,33.0,11.0,18.75,SITE-00233867,THORNTON DALE
814,BRADFORD WEST,South Street,SOUTH STREET,South Street,33.0,11.0,23.0,SITE-00266786,SOUTH STREET 1696
815,BRADFORD WEST,Skipton,SKIPTON,Skipton,33.0,11.5,30.0,SITE-00269490,SKIPTON ROAD 1755
816,BRADFORD WEST,Silsden,SILSDEN,Silsden,132.0,33.0,90.0,SITE-00268252,SILSDEN 6130
817,BRADFORD WEST,Shipley,SHIPLEY,Shipley,33.0,11.5,24.0,SITE-00266540,SHIPLEY 248
818,BRADFORD WEST,Rawson Road,RAWSON ROAD,Rawson Road,33.0,11.0,23.0,SITE-00273468,RAWSON ROAD 1260
819,BRADFORD WEST,North Avenue,AVENUE NORTH,North Avenue,33.0,11.0,18.75,SITE-00266915,NORTH AVENUE 5189
820,BRADFORD WEST,Nabwood,NABWOOD,Nabwood,33.0,11.0,23.0,SITE-00266746,NABWOOD 1693
821,BRADFORD WEST,Menston,MENSTON,Menston,132.0,33.0,90.0,SITE-00266660,MENSTON 1524
822,BRADFORD WEST,Manchester Road,MANCHESTER ROAD,Manchester Road,33.0,11.0,24.0,SITE-00266645,MANCHESTER ROAD 1128
823,BRADFORD WEST,Legrams Mill Lane,LANE LEGRAMS MILL,Legrams Mill Lane,33.0,11.0,18.75,SITE-00266877,LEGRAMS MILL LANE 1143
824,BRADFORD WEST,Ilkley,ILKLEY,Ilkley,33.0,11.0,18.75,SITE-00271420,ILKLEY 5187
825,BRADFORD WEST,Idle,IDLE,Idle,33.0,11.0,18.75,SITE-00266657,IDLE 573
826,BRADFORD WEST,Holmfield,HOLMFIELD,Holmfield,132.0,33.0,90.0,SITE-00270736,HOLMFIELD 12
827,BRADFORD WEST,HARDEN,HARDEN,Harden,33.0,11.0,23.0,SITE-00273277,HARDEN 1689
828,BRADFORD WEST,Hallam Street,HALLAM STREET,Hallam Street,33.0,11.0,24.0,SITE-00272529,HALLAM STREET 5192
829,BRADFORD WEST,Hallam Street,HALLAM STREET,Hallam Street,33.0,11.0,24.0,SITE-00272529,HALLAM STREET 5192
830,BRADFORD WEST,Girlington,GIRLINGTON,Girlington,132.0,33.0,90.0,SITE-00271697,GIRLINGTON 1526
831,BRADFORD WEST,Gibraltar Road,GIBRALTAR ROAD,Gibraltar Road,33.0,11.0,24.0,SITE-00273291,GIBRALTAR ROAD 8
832,BRADFORD WEST,Gaisby Lane,GAISBY LANE,Gaisby Lane,33.0,11.0,18.75,SITE-00266887,GAISBY LANE 1113
833,BRADFORD WEST,Furness Avenue,AVENUE FURNESS,Furness Avenue,33.0,11.0,23.0,SITE-00272303,FURNESS AVENUE 7
834,BRADFORD WEST,Four Lane Ends,ENDS FOUR LANE,Four Lane Ends,33.0,11.0,23.0,SITE-00272219,FOUR LANE ENDS 105
835,BRADFORD WEST,Crosshills,CROSSHILLS,Crosshills,33.0,11.0,12.5,SITE-00266381,CROSSHILLS 1687
836,BRADFORD WEST,CHELKER RESERVOIR,CHELKER RESERVOIR,Chelker Reservoir,33.0,11.0,24.0,SITE-00273290,CHELKER RESERVOIR 5165
837,BRADFORD WEST,BRAMHOPE,BRAMHOPE,Bramhope,33.0,11.0,24.0,SITE-00267104,BRAMHOPE 5207
838,BRADFORD WEST,Bradford,BRADFORD,Bradford,132.0,33.0,90.0,SITE-00290686,BRADFORD WEST 1
839,BRADFORD WEST,Barnoldswick,BARNOLDSWICK,Barnoldswick,33.0,11.0,12.5,SITE-00272309,BARNOLDSWICK 1683
840,BRADFORD WEST,Balme Street,BALME STREET,Balme Street,33.0,11.0,24.0,SITE-00267107,BALME STREET 663
841,CREYKE BECK,West Docks,DOCKS WEST,West Docks,33.0,11.0,23.0,SITE-00266684,WEST DOCK 3638
842,CREYKE BECK,Wawne Road,ROAD WAWNE,Wawne Road,33.0,11.0,24.0,SITE-00271705,WAWNE ROAD 6006
843,CREYKE BECK,Wawne Road,ROAD WAWNE,Wawne Road,33.0,11.0,24.0,SITE-00271705,WAWNE ROAD 6006
844,CREYKE BECK,Tiverton Road,ROAD TIVERTON,Tiverton Road,33.0,11.0,23.0,SITE-00266179,TIVERTON ROAD 5630
845,CREYKE BECK,Skillings Lane,LANE SKILLINGS,Skillings Lane,33.0,11.0,23.0,SITE-00272498,SKILLINGS LANE 8028
846,CREYKE BECK,Seaton,SEATON,Seaton,66.0,11.0,20.0,SITE-00228771,SEATON BURN
847,CREYKE BECK,Saltshouse Road,ROAD SALTSHOUSE,Saltshouse Road,33.0,11.0,18.75,SITE-00267105,SALTSHOUSE ROAD 5634
848,CREYKE BECK,Norwood,NORWOOD,Norwood,33.0,11.0,23.0,SITE-00266741,NORWOOD 5669
849,CREYKE BECK,Norwood,NORWOOD,Norwood,33.0,11.0,23.0,SITE-00266741,NORWOOD 5669
850,CREYKE BECK,National Avenue,AVENUE NATIONAL,National Avenue,33.0,11.0,24.0,SITE-00272412,NATIONAL AVENUE 6007
851,CREYKE BECK,Martongate,MARTONGATE,Martongate,66.0,11.0,12.0,SITE-00271698,MARTONGATE 6104
852,CREYKE BECK,KIRKBURN,KIRKBURN,Kirkburn,66.0,11.5,30.0,SITE-00266999,KIRKBURN 6101
853,CREYKE BECK,Hull South,HULL SOUTH,Hull South,132.0,33.0,90.0,SITE-00268251,HULL SOUTH 5625
854,CREYKE BECK,Hessle Road 1,1 HESSLE ROAD,Hessle Road 1,33.0,11.0,23.0,SITE-00266383,HESSLE ROAD 5621
855,CREYKE BECK,Hayton,HAYTON,Hayton,66.0,11.0,12.5,SITE-00271854,BURNBY/HAYTON 10728
856,CREYKE BECK,Hayton,HAYTON,Hayton,66.0,11.0,12.5,SITE-00271854,BURNBY/HAYTON 10728
857,CREYKE BECK,First Avenue,AVENUE FIRST,First Avenue,33.0,11.0,24.0,SITE-00266745,FIRST AVENUE 6005
858,CREYKE BECK,Endike Lane,ENDIKE LANE,Endike Lane,33.0,11.0,23.0,SITE-00266777,ENDIKE LANE 5623
859,CREYKE BECK,Elgar Road,ELGAR ROAD,Elgar Road,33.0,11.0,18.75,SITE-00266644,ELGAR ROAD 5622
860,CREYKE BECK,Elgar Road,ELGAR ROAD,Elgar Road,33.0,11.0,18.75,SITE-00266644,ELGAR ROAD 5622
861,CREYKE BECK,Driffield,DRIFFIELD,Driffield,66.0,11.5,24.0,SITE-00269225,BURNBY DRIFFIELD 10727
862,CREYKE BECK,County Road North,COUNTY NORTH ROAD,County Road North,33.0,11.0,23.0,SITE-00273385,COUNTY ROAD NORTH 5619
863,CREYKE BECK,County Road North,COUNTY NORTH ROAD,County Road North,33.0,11.0,23.0,SITE-00273385,COUNTY ROAD NORTH 5619
864,CREYKE BECK,Clarendon Street,CLARENDON STREET,Clarendon Street,33.0,11.0,18.75,SITE-00272228,CLARENDON STREET 5618
865,CREYKE BECK,Clarendon Street,CLARENDON STREET,Clarendon Street,33.0,11.0,18.75,SITE-00272228,CLARENDON STREET 5618
866,CREYKE BECK,BUTTERWICK,BUTTERWICK,Butterwick,66.0,11.0,24.0,SITE-00273386,BUTTERWICK 6102
867,CREYKE BECK,BURTON PIDSEA,BURTON PIDSEA,Burton Pidsea,66.0,11.0,24.0,SITE-00266183,BURTON PIDSEA 5620
868,CREYKE BECK,Brett Street,BRETT STREET,Brett Street,66.0,11.0,24.0,SITE-00266653,BRETT STREET 8952
869,CREYKE BECK,Bransholme,BRANSHOLME,Bransholme,132.0,33.0,90.0,SITE-00270743,BRANSHOLME 5781
870,CREYKE BECK,Beverley 132/33kV,BEVERLEY,Beverley 132/33kV,132.0,33.0,90.0,SITE-00268144,BEVERLEY 5616
871,CREYKE BECK,BELTHORPE LANE,BELTHORPE LANE,Belthorpe Lane,66.0,11.0,24.0,SITE-00266890,BELTHORPE LANE 10546
872,CREYKE BECK,Alfred Gelder Street,ALFRED GELDER STREET,Alfred Gelder Street,33.0,11.0,24.0,SITE-00268048,ALFRED GELDER STREET 5923
873,DRAX,Osgodby 3/4,3 4 OSGODBY,Osgodby 3/4,132.0,33.0,90.0,SITE-00266801,OSGODBY 7443
874,DRAX,Thorpe Road,ROAD THORPE,Thorpe Road,33.0,11.0,24.0,SITE-00266171,THORPE ROAD 7424
875,DRAX,Selby,SELBY,Selby,33.0,11.5,30.0,SITE-00266784,SELBY 1145
876,DRAX,Olympia Mills,MILLS OLYMPIA,Olympia Mills,33.0,11.5,30.0,SITE-00271702,OLYMPIA MILLS 2485
877,ELLAND,Thornhill 132kV,THORNHILL,Thornhill 132kV,132.0,33.0,90.0,SITE-00271695,THORNHILL 7296
878,ELLAND,Slaithwaite,SLAITHWAITE,Slaithwaite,33.0,11.0,24.0,SITE-00266742,SLAITHWAITE 22
879,ELLAND,Scholes,SCHOLES,Scholes,33.0,11.0,24.0,SITE-00266793,SCHOLES 20
880,ELLAND,Prospect Road,PROSPECT ROAD,Prospect Road,33.0,11.0,23.0,SITE-00272327,PROSPECT ROAD 33/11KV 19
881,ELLAND,Park Road,PARK ROAD,Park Road,33.0,11.0,18.75,SITE-00271717,TINSLEY PARK ROAD 619
882,ELLAND,Mytholmroyd,MYTHOLMROYD,Mytholmroyd,33.0,11.0,12.5,SITE-00272528,MYTHOLMROYD 16
883,ELLAND,Mirfield,MIRFIELD,Mirfield,33.0,11.0,24.0,SITE-00273373,MIRFIELD 16
884,ELLAND,Millroyd Street,MILLROYD STREET,Millroyd Street,33.0,11.0,12.5,SITE-00266913,MILLROYD STREET 15
885,ELLAND,Lowfields,LOWFIELDS,Lowfields,33.0,11.5,24.0,SITE-00266379,LOWFIELDS PRIMARY S/S 3343
886,ELLAND,Honley,HONLEY,Honley,33.0,11.0,24.0,SITE-00266787,HONLEY 10
887,ELLAND,Hazlehead,HAZLEHEAD,Hazlehead,33.0,11.0,24.0,SITE-00271708,HAZLEHEAD 9
888,ELLAND,Grove Street,GROVE STREET,Grove Street,33.0,11.0,23.0,SITE-00273287,GROVE STREET 8
889,ELLAND,Dowker Street,DOWKER STREET,Dowker Street,33.0,11.0,23.0,SITE-00272326,DOWKER STREET 5
890,ELLAND,Dowker Street,DOWKER STREET,Dowker Street,33.0,11.0,23.0,SITE-00272326,DOWKER STREET 5
891,ELLAND,Denby Grange,DENBY GRANGE,Denby Grange,33.0,11.0,24.0,SITE-00272433,DENBY GRANGE 6048
892,ELLAND,Deighton,DEIGHTON,Deighton,33.0,11.0,18.75,SITE-00266998,DEIGHTON 4
893,ELLAND,Brighouse 132/33kV,BRIGHOUSE,Brighouse 132/33kV,132.0,33.0,90.0,SITE-00266673,BRIGHOUSE 3
894,ELLAND,Batley,BATLEY,Batley,33.0,11.0,18.75,SITE-00271701,BATLEY 6047
895,FERRYBRIDGE A & CAMBLESFORTH,South Kirkby,KIRKBY SOUTH,South Kirkby,66.0,11.0,18.75,SITE-00266888,SOUTH KIRKBY 6066
896,FERRYBRIDGE A & CAMBLESFORTH,Monckton,MONCKTON,Monckton,66.0,11.0,12.5,SITE-00268250,WAKEFIELD MONCKTON ROAD 6039
897,FERRYBRIDGE A & CAMBLESFORTH,Guardian Glass,GLASS GUARDIAN,Guardian Glass,66.0,11.5,30.0,SITE-00267004,GUARDIAN GLASS 46463
898,FERRYBRIDGE A & CAMBLESFORTH,Grimethorpe,GRIMETHORPE,Grimethorpe,66.0,11.5,25.0,SITE-00268238,GRIMETHORPE 66/11KV 22959
899,FERRYBRIDGE A & CAMBLESFORTH,Grimethorpe,GRIMETHORPE,Grimethorpe,66.0,11.5,25.0,SITE-00268238,GRIMETHORPE 66/11KV 22959
900,FERRYBRIDGE A & CAMBLESFORTH,Ferrybridge A 11kV,A FERRYBRIDGE,Ferrybridge A 11kV,66.0,11.0,30.0,SITE-00291754,FERRYBRIDGE B GSP 7774
901,FERRYBRIDGE B,Wellington Street,STREET WELLINGTON,Wellington Street,33.0,11.0,23.0,SITE-00266911,WELLINGTON STREET 6063
902,FERRYBRIDGE B,Weeland Road,ROAD WEELAND,Weeland Road,33.0,11.0,30.0,SITE-00266643,WEELAND ROAD 6070
903,FERRYBRIDGE B,Weeland Road,ROAD WEELAND,Weeland Road,33.0,11.0,30.0,SITE-00266643,WEELAND ROAD 6070
904,FERRYBRIDGE B,WARREN LANE,LANE WARREN,Warren Lane,33.0,11.0,23.0,SITE-00266919,WARREN LANE 1010
905,FERRYBRIDGE B,Tadcaster,TADCASTER,Tadcaster,33.0,11.0,23.0,SITE-00271718,TADCASTER 3570
906,FERRYBRIDGE B,Sharlston,SHARLSTON,Sharlston,33.0,11.0,23.0,SITE-00266686,SHARLSTON 6059
907,FERRYBRIDGE B,Normanton,NORMANTON,Normanton,33.0,11.0,23.0,SITE-00266878,NORMANTON 6058
908,FERRYBRIDGE B,Ninelands Lane,LANE NINELANDS,Ninelands Lane,33.0,11.0,23.0,SITE-00268151,NINELANDS LANE 3933
909,FERRYBRIDGE B,LEEDS ROAD,LEEDS ROAD,Leeds Road,33.0,11.0,24.0,SITE-00266172,LEEDS ROAD 4771
910,FERRYBRIDGE B,Featherstone,FEATHERSTONE,Featherstone,132.0,33.0,90.0,SITE-00268147,FEATHERSTONE 6041
911,FERRYBRIDGE B,Commonside Lane,COMMONSIDE LANE,Commonside Lane,33.0,11.5,24.0,SITE-00266639,COMMONSIDE LANE 6061
912,FERRYBRIDGE B,Bramham,BRAMHAM,Bramham,132.0,33.0,90.0,SITE-00266661,BRAMHAM 3736
913,FERRYBRIDGE B,Beal,BEAL,Beal,33.0,11.5,30.0,SITE-00266778,BEAL 6071
914,FERRYBRIDGE B,Audby Lane,AUDBY LANE,Audby Lane,33.0,11.0,23.0,SITE-00266636,AUDBY LANE 3803
915,FERRYBRIDGE B,Audby Lane,AUDBY LANE,Audby Lane,33.0,11.0,23.0,SITE-00266636,AUDBY LANE 3803
916,HARTMOOR,Wynyard T2,T2 WYNYARD,Wynyard,66.0,11.5,40.0,SITE-00250174,WYNYARD
917,HARTMOOR,Peterlee West T1,PETERLEE T1 WEST,Peterlee West,66.0,11.5,32.0,SITE-00235707,PETERLEE WEST
918,HARTMOOR,Hartmoor Green,GREEN HARTMOOR,Hartmoor,66.0,22.0,25.0,SITE-00229043,HARTMOOR
919,HARTMOOR,Amberton Road T2,AMBERTON ROAD T2,Amberton Road,66.0,11.5,40.0,SITE-00229040,AMBERTON ROAD
920,HAWTHORN PIT,Tunstall T2,T2 TUNSTALL,Tunstall,66.0,11.5,25.0,SITE-00241160,TUNSTALL
921,HAWTHORN PIT,Tunstall T1,T1 TUNSTALL,Tunstall,66.0,11.5,25.0,SITE-00241160,TUNSTALL
922,HAWTHORN PIT,Stoney Cut T1,CUT STONEY T1,Stoney Cut,66.0,22.0,25.0,SITE-00232591,STONEY CUT
923,JORDANTHORPE,Woodseats,WOODSEATS,Woodseats,33.0,11.0,24.0,SITE-00266652,WOODSEATS 33/11KV 273
924,JORDANTHORPE,Dronfield,DRONFIELD,Dronfield,33.0,11.0,24.0,SITE-00266958,DRONFIELD 2939
925,JORDANTHORPE,CALLYWHITE LANE,CALLYWHITE LANE,Callywhite Lane,33.0,11.5,40.0,SITE-00266551,CALLYWHITE LANE 49549
926,JORDANTHORPE,Baslow Road,BASLOW ROAD,Baslow Road,33.0,11.0,24.0,SITE-00272221,BASLOW ROAD 2954
927,KEADBY & GRIMSBY WEST,Yarborough Road 33/11kV,ROAD YARBOROUGH,Yarborough Road 33/11kV,33.0,11.5,24.0,SITE-00268249,YARBOROUGH ROAD 3
928,KEADBY & GRIMSBY WEST,Yarborough Road 132/33kV,ROAD YARBOROUGH,Yarborough Road 132/33kV,132.0,33.0,90.0,SITE-00268249,YARBOROUGH ROAD 3
929,KEADBY & GRIMSBY WEST,Yarborough Road 132/33kV,ROAD YARBOROUGH,Yarborough Road 132/33kV,132.0,33.0,90.0,SITE-00268249,YARBOROUGH ROAD 3
930,KEADBY & GRIMSBY WEST,Wrawby,WRAWBY,Wrawby,33.0,11.5,30.0,SITE-00266552,WRAWBY 34
931,KEADBY & GRIMSBY WEST,Wesley Crescent,CRESCENT WESLEY,Wesley Crescent,33.0,11.0,23.0,SITE-00273280,WESLEY CRESCENT 7
932,KEADBY & GRIMSBY WEST,Wesley Crescent,CRESCENT WESLEY,Wesley Crescent,33.0,11.0,23.0,SITE-00273280,WESLEY CRESCENT 7
933,KEADBY & GRIMSBY WEST,Scunthorpe North,NORTH SCUNTHORPE,Scunthorpe North,132.0,33.0,90.0,SITE-00268143,SCUNTHORPE NORTH 24
934,KEADBY & GRIMSBY WEST,ROXBY,ROXBY,Roxby,33.0,11.5,12.0,SITE-00266266,ROXBY 46608
935,KEADBY & GRIMSBY WEST,Lea Road,LEA ROAD,Lea Road,33.0,11.0,23.0,SITE-00266879,LEA ROAD 43
936,KEADBY & GRIMSBY WEST,Lea Road,LEA ROAD,Lea Road,33.0,11.0,23.0,SITE-00266879,LEA ROAD 43
937,KEADBY & GRIMSBY WEST,Humberston,HUMBERSTON,Humberston,132.0,33.0,90.0,SITE-00266799,HUMBERSTON 4
